step,time_s,x_robot,y_robot,angulo_grados,sensor_crudo,kalman,action
1359,43.488,0.2975,0.4129,-30.56,0.7746,0.7606,CURVA_IZQUIERDA
1360,43.52,0.2989,0.4121,-28.58,0.7671,0.7599,CURVA_IZQUIERDA
1361,43.552,0.3004,0.4113,-26.59,0.7725,0.7596,GIRANDO
1362,43.584,0.3004,0.4113,-29.71,0.7808,0.7613,GIRANDO
1363,43.616,0.3003,0.4113,-32.69,0.7473,0.7618,GIRANDO
1364,43.648,0.3003,0.4113,-35.25,0.7895,0.7633,CURVA_IZQUIERDA
1365,43.68,0.3017,0.4104,-33.26,0.731,0.7613,GIRANDO
1366,43.712,0.3017,0.4104,-36.1,0.7974,0.7627,CURVA_IZQUIERDA
1367,43.744,0.3031,0.4094,-34.11,0.7799,0.7629,GIRANDO
1368,43.776,0.303,0.4095,-36.81,0.8189,0.7665,CURVA_IZQUIERDA
1369,43.808,0.3044,0.4085,-34.82,0.7912,0.7683,GIRANDO
1370,43.84,0.3044,0.4084,-37.52,0.751,0.7695,CURVA_IZQUIERDA
1371,43.872,0.3058,0.4074,-35.53,0.807,0.7705,GIRANDO
1372,43.904,0.3058,0.4074,-38.08,0.7664,0.7719,GIRANDO
1373,43.936,0.3057,0.4075,-40.49,0.799,0.774,CURVA_IZQUIERDA
1374,43.968,0.307,0.4064,-38.51,0.7462,0.7726,GIRANDO
1375,44.0,0.307,0.4064,-41.06,0.7266,0.7707,CURVA_IZQUIERDA
1376,44.032,0.3083,0.4053,-39.08,0.7793,0.7685,GIRANDO
1377,44.064,0.3083,0.4053,-41.35,0.7647,0.7681,GIRANDO
1378,44.096,0.3083,0.4053,-43.61,0.8044,0.7694,CURVA_IZQUIERDA
1379,44.128,0.3095,0.4042,-41.63,0.7419,0.7675,GIRANDO
1380,44.16,0.3095,0.4042,-43.9,0.7886,0.7683,CURVA_IZQUIERDA
1381,44.192,0.3108,0.4031,-41.91,0.7795,0.7679,GIRANDO
1382,44.224,0.3108,0.4031,-44.18,0.7598,0.7683,GIRANDO
1383,44.256,0.3107,0.4031,-46.31,0.7659,0.7684,CURVA_IZQUIERDA
1384,44.288,0.3119,0.4019,-44.32,0.8086,0.7688,GIRANDO
1385,44.32,0.3119,0.4019,-46.45,0.7562,0.7695,GIRANDO
1386,44.352,0.3119,0.4019,-48.44,0.7255,0.768,CURVA_IZQUIERDA
1387,44.384,0.3131,0.4006,-46.45,0.7581,0.7652,GIRANDO
1388,44.416,0.3131,0.4006,-48.44,0.7634,0.7645,GIRANDO
1389,44.448,0.313,0.4007,-50.28,0.7733,0.7645,CURVA_IZQUIERDA
1390,44.48,0.3141,0.3994,-48.3,0.7316,0.7616,GIRANDO
1391,44.512,0.3142,0.3994,-50.14,0.7658,0.761,CURVA_IZQUIERDA
1392,44.544,0.3152,0.3982,-48.3,0.749,0.7587,GIRANDO
1393,44.576,0.3152,0.3982,-50.0,0.7373,0.7574,GIRANDO
1394,44.608,0.3152,0.3982,-51.7,0.7504,0.7563,GIRANDO
1395,44.64,0.3152,0.3982,-53.4,0.7964,0.7574,CURVA_IZQUIERDA
1396,44.672,0.3162,0.3968,-51.42,0.7685,0.7572,GIRANDO
1397,44.704,0.3162,0.3968,-53.12,0.8064,0.7601,GIRANDO
1398,44.736,0.3162,0.3968,-54.82,0.7036,0.7595,CURVA_IZQUIERDA
1399,44.768,0.3172,0.3955,-52.84,0.7481,0.7571,GIRANDO
1400,44.8,0.3172,0.3955,-54.4,0.7852,0.758,GIRANDO
1401,44.832,0.3172,0.3955,-55.96,0.7875,0.7597,GIRANDO
1402,44.864,0.3172,0.3955,-57.37,0.7526,0.7605,CURVA_IZQUIERDA
1403,44.896,0.3182,0.3941,-55.39,0.759,0.7595,GIRANDO
1404,44.928,0.3182,0.3941,-56.81,0.7895,0.7611,CURVA_IZQUIERDA
1405,44.96,0.3191,0.3927,-54.82,0.7579,0.7606,GIRANDO
1406,44.992,0.3191,0.3928,-56.38,0.7909,0.7626,GIRANDO
1407,45.024,0.3191,0.3928,-57.8,0.7665,0.764,GIRANDO
1408,45.056,0.3191,0.3928,-58.93,0.7417,0.7638,CURVA_IZQUIERDA
1409,45.088,0.3199,0.3913,-56.95,0.7808,0.763,GIRANDO
1410,45.12,0.3199,0.3913,-58.37,0.7876,0.7647,GIRANDO
1411,45.152,0.3199,0.3913,-59.79,0.7454,0.7648,GIRANDO
1412,45.184,0.3199,0.3913,-60.92,0.7959,0.7662,CURVA_IZQUIERDA
1413,45.216,0.3208,0.3899,-58.93,0.7907,0.7667,GIRANDO
1414,45.248,0.3208,0.3899,-60.07,0.7561,0.7675,GIRANDO
1415,45.28,0.3208,0.3899,-61.35,0.7964,0.7694,GIRANDO
1416,45.312,0.3208,0.3899,-62.34,0.8183,0.7725,CURVA_IZQUIERDA
1417,45.344,0.3216,0.3885,-60.49,0.7714,0.773,GIRANDO
1418,45.376,0.3216,0.3885,-61.63,0.7639,0.7738,GIRANDO
1419,45.408,0.3216,0.3884,-62.62,0.7715,0.7742,GIRANDO
1420,45.44,0.3216,0.3884,-63.76,0.7727,0.7744,GIRANDO
1421,45.472,0.3216,0.3884,-64.61,0.7306,0.7726,CURVA_IZQUIERDA
1422,45.504,0.3223,0.387,-62.76,0.7753,0.7702,GIRANDO
1423,45.536,0.3223,0.3869,-63.76,0.7337,0.7681,GIRANDO
1424,45.568,0.3223,0.3869,-64.61,0.7996,0.7683,GIRANDO
1425,45.6,0.3223,0.387,-65.6,0.7479,0.7676,CURVA_IZQUIERDA
1426,45.632,0.323,0.3855,-63.62,0.7555,0.7651,GIRANDO
1427,45.664,0.323,0.3855,-64.47,0.7686,0.7648,GIRANDO
1428,45.696,0.323,0.3854,-65.46,0.7885,0.7656,GIRANDO
1429,45.728,0.323,0.3854,-66.31,0.7585,0.7658,GIRANDO
1430,45.76,0.323,0.3855,-67.02,0.7489,0.7653,GIRANDO
1431,45.792,0.323,0.3855,-67.87,0.7702,0.7651,CURVA_IZQUIERDA
1432,45.824,0.3237,0.3839,-65.89,0.7585,0.7633,GIRANDO
1433,45.856,0.3237,0.3839,-66.74,0.7878,0.7643,GIRANDO
1434,45.888,0.3237,0.3839,-67.59,0.774,0.7653,GIRANDO
1435,45.92,0.3237,0.3839,-68.15,0.7963,0.7673,GIRANDO
1436,45.952,0.3237,0.3839,-69.01,0.7616,0.7682,CURVA_IZQUIERDA
1437,45.984,0.3243,0.3824,-67.02,0.7898,0.7683,GIRANDO
1438,46.016,0.3243,0.3824,-67.59,0.7493,0.7685,GIRANDO
1439,46.048,0.3243,0.3824,-68.44,0.7978,0.7699,GIRANDO
1440,46.08,0.3243,0.3824,-69.01,0.6984,0.7676,GIRANDO
1441,46.112,0.3243,0.3824,-69.57,0.7485,0.7654,GIRANDO
1442,46.144,0.3243,0.3824,-70.28,0.7485,0.7634,AVANZAR
1443,46.176,0.3251,0.38,-70.28,0.7266,0.7583,GIRANDO
1444,46.208,0.3251,0.38,-70.85,0.7188,0.7551,AVANZAR
1445,46.24,0.326,0.3776,-70.85,0.7601,0.7512,AVANZAR
1446,46.272,0.3268,0.3751,-70.85,0.7522,0.7483,AVANZAR
1447,46.304,0.3277,0.3727,-70.85,0.7583,0.7463,AVANZAR
1448,46.336,0.3285,0.3703,-70.85,0.7656,0.7453,AVANZAR
1449,46.368,0.3294,0.3678,-70.85,0.7356,0.7436,AVANZAR
1450,46.4,0.3302,0.3655,-70.71,0.7574,0.7426,GIRANDO
1451,46.432,0.3302,0.3655,-71.28,0.7558,0.7441,AVANZAR
1452,46.464,0.331,0.3631,-71.42,0.7224,0.7419,AVANZAR
1453,46.496,0.3318,0.3607,-71.42,0.7813,0.7416,AVANZAR
1454,46.528,0.3326,0.3582,-71.42,0.7976,0.7432,AVANZAR
1455,46.56,0.3335,0.3558,-71.42,0.7949,0.7458,AVANZAR
1456,46.592,0.3343,0.3533,-71.42,0.7591,0.7473,AVANZAR
1457,46.624,0.3351,0.3509,-71.42,0.7971,0.7497,AVANZAR
1458,46.656,0.3359,0.3485,-71.28,0.7326,0.7497,GIRANDO
1459,46.688,0.3359,0.3485,-71.84,0.7797,0.7526,AVANZAR
1460,46.72,0.3367,0.3461,-71.98,0.764,0.7527,AVANZAR
1461,46.752,0.3375,0.3437,-71.98,0.7736,0.7529,AVANZAR
1462,46.784,0.3383,0.3412,-71.98,0.7438,0.752,AVANZAR
1463,46.816,0.3391,0.3388,-71.98,0.7722,0.7517,AVANZAR
1464,46.848,0.3399,0.3363,-71.98,0.7768,0.752,AVANZAR
1465,46.88,0.3407,0.3339,-71.98,0.7889,0.7531,GIRANDO
1466,46.912,0.3406,0.3339,-72.41,0.7785,0.7564,AVANZAR
1467,46.944,0.3414,0.3315,-72.41,0.7713,0.7569,AVANZAR
1468,46.976,0.3422,0.3291,-72.55,0.7635,0.7568,AVANZAR
1469,47.008,0.343,0.3266,-72.55,0.7756,0.7569,AVANZAR
1470,47.04,0.3437,0.3242,-72.55,0.7855,0.7575,AVANZAR
1471,47.072,0.3445,0.3217,-72.55,0.7896,0.7587,GIRANDO
1472,47.104,0.3445,0.3217,-73.12,0.751,0.7606,AVANZAR
1473,47.136,0.3452,0.3193,-73.12,0.7188,0.7577,AVANZAR
1474,47.168,0.346,0.3169,-72.98,0.7871,0.7566,AVANZAR
1475,47.2,0.3467,0.3144,-72.98,0.7436,0.7547,AVANZAR
1476,47.232,0.3475,0.3119,-72.98,0.78,0.754,GIRANDO
1477,47.264,0.3475,0.3119,-73.55,0.7346,0.7543,AVANZAR
1478,47.296,0.3482,0.3095,-73.69,0.7807,0.7535,AVANZAR
1479,47.328,0.3489,0.3071,-73.69,0.7767,0.7533,AVANZAR
1480,47.36,0.3496,0.3046,-73.69,0.8011,0.7546,AVANZAR
1481,47.392,0.3504,0.3021,-73.69,0.7921,0.7564,AVANZAR
1482,47.424,0.3511,0.2997,-73.55,0.7456,0.7564,GIRANDO
1483,47.456,0.3511,0.2997,-74.11,0.7374,0.7571,AVANZAR
1484,47.488,0.3518,0.2972,-74.11,0.7741,0.756,AVANZAR
1485,47.52,0.3525,0.2948,-74.11,0.7155,0.7529,AVANZAR
1486,47.552,0.3532,0.2923,-74.11,0.741,0.7499,AVANZAR
1487,47.584,0.3539,0.2899,-74.25,0.7882,0.7492,AVANZAR
1488,47.616,0.3546,0.2874,-74.25,0.7413,0.7477,AVANZAR
1489,47.648,0.3553,0.2849,-74.25,0.7689,0.7471,GIRANDO
1490,47.68,0.3553,0.2849,-74.82,0.7894,0.7501,AVANZAR
1491,47.712,0.3559,0.2825,-74.68,0.7744,0.7508,AVANZAR
1492,47.744,0.3566,0.28,-74.68,0.7906,0.7523,AVANZAR
1493,47.776,0.3573,0.2775,-74.68,0.7457,0.7523,GIRANDO
1494,47.808,0.3573,0.2775,-75.25,0.8066,0.7561,AVANZAR
1495,47.84,0.3579,0.275,-75.25,0.7592,0.7564,AVANZAR
1496,47.872,0.3586,0.2726,-75.39,0.7763,0.7568,AVANZAR
1497,47.904,0.3592,0.2701,-75.39,0.7711,0.757,AVANZAR
1498,47.936,0.3599,0.2677,-75.25,0.7955,0.7582,GIRANDO
1499,47.968,0.3599,0.2677,-75.81,0.7667,0.7608,AVANZAR
1500,48.0,0.3605,0.2652,-75.81,0.742,0.7593,AVANZAR
1501,48.032,0.3611,0.2627,-75.81,0.7949,0.7593,AVANZAR
1502,48.064,0.3618,0.2602,-75.81,0.7278,0.7573,AVANZAR
1503,48.096,0.3624,0.2577,-75.81,0.7566,0.7554,GIRANDO
1504,48.128,0.3624,0.2577,-76.38,0.7633,0.7561,AVANZAR
1505,48.16,0.363,0.2552,-76.38,0.7664,0.7548,AVANZAR
1506,48.192,0.3636,0.2528,-76.52,0.7867,0.7548,AVANZAR
1507,48.224,0.3642,0.2503,-76.38,0.7729,0.755,GIRANDO
1508,48.256,0.3642,0.2503,-76.95,0.7827,0.7578,AVANZAR
1509,48.288,0.3648,0.2478,-76.95,0.7669,0.7577,AVANZAR
1510,48.32,0.3653,0.2453,-76.95,0.7687,0.7574,AVANZAR
1511,48.352,0.3659,0.2428,-76.95,0.7858,0.7579,GIRANDO
1512,48.384,0.3659,0.2428,-77.52,0.8446,0.7635,AVANZAR
1513,48.416,0.3665,0.2403,-77.52,0.7515,0.7641,AVANZAR
1514,48.448,0.367,0.2378,-77.52,0.7604,0.7637,AVANZAR
1515,48.48,0.3676,0.2354,-77.52,0.761,0.7627,GIRANDO
1516,48.512,0.3676,0.2353,-77.94,0.7754,0.7641,AVANZAR
1517,48.544,0.3681,0.2329,-78.08,0.7594,0.7627,AVANZAR
1518,48.576,0.3686,0.2303,-78.08,0.7561,0.7608,AVANZAR
1519,48.608,0.3692,0.2278,-78.08,0.753,0.7587,GIRANDO
1520,48.64,0.3692,0.2278,-78.65,0.7635,0.7592,AVANZAR
1521,48.672,0.3697,0.2253,-78.65,0.7555,0.7571,AVANZAR
1522,48.704,0.3702,0.2228,-78.65,0.7448,0.7547,WP_8
1523,48.736,0.3702,0.2228,-78.65,0.7963,0.7566,GIRANDO
1524,48.768,0.3702,0.2228,-74.96,0.7949,0.7594,GIRANDO
1525,48.8,0.3702,0.2228,-71.56,0.7647,0.7613,GIRANDO
1526,48.832,0.3701,0.2228,-68.3,0.7746,0.7631,GIRANDO
1527,48.864,0.3701,0.2228,-65.18,0.756,0.7638,GIRANDO
1528,48.896,0.3702,0.2228,-62.48,0.77,0.7644,GIRANDO
1529,48.928,0.3701,0.2228,-59.79,0.7367,0.7637,GIRANDO
1530,48.96,0.3701,0.2228,-57.23,0.7862,0.7642,GIRANDO
1531,48.992,0.3701,0.2228,-54.96,0.7899,0.7656,GIRANDO
1532,49.024,0.3702,0.2228,-52.84,0.7881,0.7674,GIRANDO
1533,49.056,0.3701,0.2228,-50.71,0.7551,0.768,GIRANDO
1534,49.088,0.3702,0.2228,-48.86,0.754,0.7677,GIRANDO
1535,49.12,0.3701,0.2228,-47.02,0.799,0.769,GIRANDO
1536,49.152,0.3702,0.2228,-45.46,0.7402,0.7684,GIRANDO
1537,49.184,0.3702,0.2228,-43.76,0.7265,0.7662,GIRANDO
1538,49.216,0.3702,0.2228,-42.34,0.756,0.7645,GIRANDO
1539,49.248,0.3702,0.2228,-40.92,0.77,0.7637,GIRANDO
1540,49.28,0.3702,0.2228,-39.78,0.7963,0.7646,GIRANDO
1541,49.312,0.3701,0.2228,-38.51,0.7808,0.766,GIRANDO
1542,49.344,0.3701,0.2228,-37.37,0.7386,0.7655,GIRANDO
1543,49.376,0.3702,0.2228,-36.38,0.765,0.7652,GIRANDO
1544,49.408,0.3701,0.2228,-35.39,0.7433,0.7641,GIRANDO
1545,49.44,0.3702,0.2228,-34.39,0.7748,0.7639,GIRANDO
1546,49.472,0.3702,0.2228,-33.54,0.7232,0.762,GIRANDO
1547,49.504,0.3701,0.2228,-32.83,0.7695,0.7612,GIRANDO
1548,49.536,0.3701,0.2228,-31.98,0.7838,0.7617,GIRANDO
1549,49.568,0.3702,0.2228,-31.27,0.7951,0.7634,GIRANDO
1550,49.6,0.3702,0.2228,-30.71,0.7719,0.7649,GIRANDO
1551,49.632,0.3701,0.2228,-30.0,0.7873,0.7667,GIRANDO
1552,49.664,0.3701,0.2228,-29.43,0.8132,0.7699,AVANZAR
1553,49.696,0.3724,0.2215,-29.43,0.7519,0.7688,AVANZAR
1554,49.728,0.3746,0.2203,-29.43,0.7692,0.7674,GIRANDO
1555,49.76,0.3746,0.2203,-28.86,0.7297,0.7666,AVANZAR
1556,49.792,0.3769,0.219,-28.86,0.7488,0.763,AVANZAR
1557,49.824,0.3791,0.2178,-28.86,0.7549,0.7599,AVANZAR
1558,49.856,0.3813,0.2166,-29.0,0.7672,0.7578,AVANZAR
1559,49.888,0.3836,0.2153,-29.0,0.7406,0.755,AVANZAR
1560,49.92,0.3858,0.2141,-28.86,0.726,0.7515,AVANZAR
1561,49.952,0.388,0.2129,-28.86,0.7809,0.75,AVANZAR
1562,49.984,0.3903,0.2116,-28.86,0.8048,0.7509,GIRANDO
1563,50.016,0.3903,0.2116,-28.29,0.7727,0.7539,AVANZAR
1564,50.048,0.3926,0.2104,-28.29,0.7544,0.7535,AVANZAR
1565,50.08,0.3948,0.2092,-28.29,0.7808,0.7538,AVANZAR
1566,50.112,0.397,0.208,-28.44,0.77,0.7541,AVANZAR
1567,50.144,0.3993,0.2068,-28.44,0.7888,0.7551,AVANZAR
1568,50.176,0.4016,0.2055,-28.44,0.7887,0.7565,GIRANDO
1569,50.208,0.4016,0.2055,-27.87,0.7528,0.7587,AVANZAR
1570,50.24,0.4038,0.2043,-27.87,0.7413,0.7571,AVANZAR
1571,50.272,0.4061,0.2032,-27.73,0.7983,0.7573,AVANZAR
1572,50.304,0.4083,0.202,-27.73,0.8017,0.7587,AVANZAR
1573,50.336,0.4106,0.2008,-27.87,0.7425,0.7582,AVANZAR
1574,50.368,0.4128,0.1996,-27.87,0.7445,0.7566,AVANZAR
1575,50.4,0.4151,0.1984,-27.87,0.7502,0.7547,GIRANDO
1576,50.432,0.4151,0.1984,-27.3,0.7757,0.756,AVANZAR
1577,50.464,0.4174,0.1972,-27.3,0.7509,0.7544,AVANZAR
1578,50.496,0.4197,0.196,-27.3,0.797,0.7546,AVANZAR
1579,50.528,0.4219,0.1949,-27.16,0.8082,0.7565,AVANZAR
1580,50.56,0.4242,0.1937,-27.16,0.81,0.7593,AVANZAR
1581,50.592,0.4264,0.1926,-27.3,0.7235,0.7588,AVANZAR
1582,50.624,0.4287,0.1914,-27.3,0.7842,0.7589,GIRANDO
1583,50.656,0.4287,0.1914,-26.73,0.7417,0.7597,AVANZAR
1584,50.688,0.431,0.1902,-26.73,0.7591,0.758,AVANZAR
1585,50.72,0.4333,0.1891,-26.73,0.8145,0.7588,AVANZAR
1586,50.752,0.4356,0.1879,-26.73,0.7749,0.7593,AVANZAR
1587,50.784,0.4379,0.1867,-26.73,0.7999,0.7608,AVANZAR
1588,50.816,0.4402,0.1856,-26.59,0.7573,0.7609,AVANZAR
1589,50.848,0.4424,0.1845,-26.73,0.7401,0.7594,GIRANDO
1590,50.88,0.4424,0.1845,-26.17,0.7573,0.7599,AVANZAR
1591,50.912,0.4447,0.1834,-26.17,0.7987,0.7597,AVANZAR
1592,50.944,0.447,0.1822,-26.17,0.7535,0.7586,AVANZAR
1593,50.976,0.4493,0.1811,-26.17,0.7773,0.7582,AVANZAR
1594,51.008,0.4517,0.18,-26.17,0.7601,0.7573,AVANZAR
1595,51.04,0.454,0.1788,-26.17,0.7207,0.7545,GIRANDO
1596,51.072,0.454,0.1788,-25.6,0.7419,0.7539,AVANZAR
1597,51.104,0.4562,0.1778,-25.6,0.7497,0.7512,AVANZAR
1598,51.136,0.4585,0.1766,-25.6,0.7036,0.7468,AVANZAR
1599,51.168,0.4608,0.1755,-25.6,0.7628,0.7442,AVANZAR
1600,51.2,0.4631,0.1744,-25.6,0.806,0.7447,GIRANDO
1601,51.232,0.4631,0.1744,-25.03,0.7801,0.7481,AVANZAR
1602,51.264,0.4655,0.1733,-25.03,0.7579,0.7483,AVANZAR
1603,51.296,0.4678,0.1722,-25.03,0.7963,0.7499,AVANZAR
1604,51.328,0.4701,0.1712,-25.03,0.7402,0.7498,AVANZAR
1605,51.36,0.4724,0.1701,-25.17,0.7285,0.7482,GIRANDO
1606,51.392,0.4724,0.1701,-24.61,0.7277,0.7478,AVANZAR
1607,51.424,0.4747,0.169,-24.46,0.7812,0.7469,AVANZAR
1608,51.456,0.477,0.168,-24.46,0.7614,0.7463,AVANZAR
1609,51.488,0.4794,0.1669,-24.46,0.7033,0.7434,AVANZAR
1610,51.52,0.4817,0.1658,-24.46,0.722,0.7401,AVANZAR
1611,51.552,0.4841,0.1648,-24.46,0.6973,0.7355,GIRANDO
1612,51.584,0.4841,0.1648,-23.9,0.6959,0.7326,AVANZAR
1613,51.616,0.4864,0.1637,-23.9,0.7798,0.7308,AVANZAR
1614,51.648,0.4887,0.1627,-24.04,0.753,0.73,AVANZAR
1615,51.68,0.491,0.1617,-23.9,0.7411,0.7294,AVANZAR
1616,51.712,0.4934,0.1607,-23.9,0.7832,0.7307,CURVA_IZQUIERDA
1617,51.744,0.4949,0.16,-21.91,0.7396,0.732,AVANZAR
1618,51.776,0.4973,0.159,-21.91,0.7464,0.7322,CURVA_IZQUIERDA
1619,51.808,0.4989,0.1584,-19.93,0.8351,0.7369,AVANZAR
1620,51.84,0.5012,0.1576,-20.07,0.7757,0.7403,CURVA_IZQUIERDA
1621,51.872,0.5028,0.157,-18.08,0.7409,0.7425,CURVA_IZQUIERDA
1622,51.904,0.5044,0.1566,-16.1,0.7176,0.7422,CURVA_IZQUIERDA
1623,51.936,0.506,0.1561,-14.11,0.752,0.7421,AVANZAR
1624,51.968,0.5085,0.1555,-14.11,0.7911,0.7429,CURVA_IZQUIERDA
1625,52.0,0.5101,0.1551,-12.12,0.7583,0.7442,CURVA_IZQUIERDA
1626,52.032,0.5118,0.1548,-10.14,0.7105,0.7431,CURVA_IZQUIERDA
1627,52.064,0.5134,0.1545,-8.29,0.8044,0.7447,AVANZAR
1628,52.096,0.5159,0.1542,-8.15,0.7836,0.7462,CURVA_IZQUIERDA
1629,52.128,0.5175,0.154,-6.17,0.7254,0.7463,CURVA_IZQUIERDA
1630,52.16,0.5192,0.1538,-4.18,0.7312,0.7452,CURVA_IZQUIERDA
1631,52.192,0.5209,0.1537,-2.19,0.7798,0.7457,CURVA_IZQUIERDA
1632,52.224,0.5225,0.1537,-0.21,0.7155,0.7442,CURVA_IZQUIERDA
1633,52.256,0.5242,0.1537,1.78,0.7475,0.743,CURVA_IZQUIERDA
1634,52.288,0.5258,0.1538,3.62,0.7508,0.7423,CURVA_IZQUIERDA
1635,52.32,0.5275,0.1539,5.61,0.7967,0.7438,CURVA_IZQUIERDA
1636,52.352,0.5291,0.1541,7.59,0.7547,0.7447,CURVA_IZQUIERDA
1637,52.384,0.5308,0.1544,9.58,0.7307,0.7442,WP_9
1638,52.416,0.5308,0.1544,9.58,0.788,0.7469,CURVA_IZQUIERDA
1639,52.448,0.5324,0.1547,11.57,0.7347,0.7465,CURVA_IZQUIERDA
1640,52.48,0.5341,0.155,13.55,0.75,0.746,CURVA_IZQUIERDA
1641,52.512,0.5357,0.1554,15.54,0.7412,0.745,CURVA_IZQUIERDA
1642,52.544,0.5372,0.1559,17.38,0.7565,0.7446,CURVA_IZQUIERDA
1643,52.576,0.5388,0.1564,19.37,0.8258,0.7474,CURVA_IZQUIERDA
1644,52.608,0.5404,0.157,21.35,0.7659,0.7495,CURVA_IZQUIERDA
1645,52.64,0.5419,0.1576,23.34,0.7522,0.7504,CURVA_IZQUIERDA
1646,52.672,0.5435,0.1583,25.32,0.7764,0.7517,CURVA_IZQUIERDA
1647,52.704,0.545,0.1591,27.31,0.758,0.7523,GIRANDO
1648,52.736,0.5449,0.1591,25.18,0.7815,0.755,GIRANDO
1649,52.768,0.5449,0.1591,23.2,0.7519,0.7564,CURVA_IZQUIERDA
1650,52.8,0.5464,0.1597,25.18,0.7729,0.7566,GIRANDO
1651,52.832,0.5464,0.1597,23.2,0.7939,0.7593,CURVA_IZQUIERDA
1652,52.864,0.548,0.1604,25.18,0.7092,0.7573,GIRANDO
1653,52.896,0.548,0.1604,23.2,0.8552,0.7614,GIRANDO
1654,52.928,0.548,0.1604,21.21,0.7908,0.7652,GIRANDO
1655,52.96,0.548,0.1604,19.51,0.784,0.7682,CURVA_IZQUIERDA
1656,52.992,0.5495,0.161,21.49,0.7865,0.7694,GIRANDO
1657,53.024,0.5495,0.161,19.79,0.7432,0.77,GIRANDO
1658,53.056,0.5495,0.161,18.09,0.7391,0.769,CURVA_IZQUIERDA
1659,53.088,0.5511,0.1616,20.08,0.8172,0.7691,GIRANDO
1660,53.12,0.5511,0.1616,18.37,0.7573,0.7696,GIRANDO
1661,53.152,0.5511,0.1616,16.67,0.77,0.7699,GIRANDO
1662,53.184,0.5511,0.1616,15.25,0.7712,0.7702,CURVA_IZQUIERDA
1663,53.216,0.5527,0.162,17.24,0.7931,0.7699,GIRANDO
1664,53.248,0.5527,0.162,15.68,0.7772,0.7711,CURVA_IZQUIERDA
1665,53.28,0.5543,0.1625,17.67,0.75,0.7695,GIRANDO
1666,53.312,0.5543,0.1625,16.1,0.7944,0.7705,GIRANDO
1667,53.344,0.5543,0.1625,14.69,0.7457,0.7701,GIRANDO
1668,53.376,0.5543,0.1625,13.27,0.7443,0.7687,CURVA_IZQUIERDA
1669,53.408,0.5559,0.1629,15.25,0.7767,0.7668,GIRANDO
1670,53.44,0.5559,0.1629,13.84,0.7967,0.768,CURVA_IZQUIERDA
1671,53.472,0.5576,0.1633,15.82,0.7411,0.766,CURVA_IZQUIERDA
1672,53.504,0.5591,0.1638,17.67,0.7694,0.7647,GIRANDO
1673,53.536,0.5591,0.1638,16.25,0.7963,0.7662,CURVA_IZQUIERDA
1674,53.568,0.5607,0.1643,18.23,0.8151,0.7678,GIRANDO
1675,53.6,0.5607,0.1643,16.53,0.7878,0.7707,GIRANDO
1676,53.632,0.5607,0.1643,15.11,0.7738,0.7725,CURVA_IZQUIERDA
1677,53.664,0.5622,0.1648,16.96,0.7695,0.7721,CURVA_IZQUIERDA
1678,53.696,0.5638,0.1653,18.94,0.7854,0.772,GIRANDO
1679,53.728,0.5638,0.1653,17.24,0.7549,0.7722,CURVA_IZQUIERDA
1680,53.76,0.5654,0.1658,19.23,0.7377,0.7693,GIRANDO
1681,53.792,0.5654,0.1658,17.52,0.7588,0.7682,GIRANDO
1682,53.824,0.5655,0.1658,15.96,0.7662,0.7673,CURVA_IZQUIERDA
1683,53.856,0.567,0.1663,17.81,0.8191,0.7678,GIRANDO
1684,53.888,0.567,0.1663,16.39,0.7502,0.7682,GIRANDO
1685,53.92,0.567,0.1663,14.69,0.7624,0.7683,GIRANDO
1686,53.952,0.567,0.1663,13.27,0.719,0.7661,CURVA_IZQUIERDA
1687,53.984,0.5687,0.1667,15.25,0.7279,0.7617,GIRANDO
1688,54.016,0.5687,0.1667,13.84,0.7609,0.7601,CURVA_IZQUIERDA
1689,54.048,0.5703,0.1671,15.82,0.7999,0.7594,GIRANDO
1690,54.08,0.5702,0.1671,14.26,0.7582,0.76,GIRANDO
1691,54.112,0.5702,0.1671,12.84,0.831,0.7634,CURVA_IZQUIERDA
1692,54.144,0.5718,0.1675,14.83,0.7708,0.7644,GIRANDO
1693,54.176,0.5718,0.1675,13.41,0.7854,0.7669,GIRANDO
1694,54.208,0.5718,0.1675,11.99,0.7393,0.7671,CURVA_IZQUIERDA
1695,54.24,0.5735,0.1679,13.98,0.7729,0.7661,GIRANDO
1696,54.272,0.5735,0.1679,12.56,0.7576,0.7661,CURVA_IZQUIERDA
1697,54.304,0.5751,0.1683,14.54,0.7443,0.7638,CURVA_IZQUIERDA
1698,54.336,0.5767,0.1687,16.53,0.7377,0.7608,CURVA_IZQUIERDA
1699,54.368,0.5783,0.1692,18.52,0.7843,0.7596,CURVA_IZQUIERDA
1700,54.4,0.5799,0.1698,20.5,0.7281,0.7571,GIRANDO
1701,54.432,0.5799,0.1698,18.52,0.7848,0.7578,GIRANDO
1702,54.464,0.5799,0.1698,16.81,0.7007,0.7557,CURVA_IZQUIERDA
1703,54.496,0.5815,0.1703,18.8,0.7558,0.753,GIRANDO
1704,54.528,0.5815,0.1703,17.1,0.7666,0.753,GIRANDO
1705,54.56,0.5815,0.1703,15.4,0.7394,0.7525,CURVA_IZQUIERDA
1706,54.592,0.5831,0.1708,17.38,0.7247,0.7494,GIRANDO
1707,54.624,0.5831,0.1708,15.68,0.8105,0.7513,GIRANDO
1708,54.656,0.583,0.1707,14.12,0.7927,0.7543,GIRANDO
