step,time_s,x_robot,y_robot,angulo_grados,sensor_crudo,kalman,action
1013,32.416,0.0733,0.401,24.76,0.7545,0.7521,GIRANDO
1014,32.448,0.0734,0.401,22.91,0.7811,0.7531,CURVA_IZQUIERDA
1015,32.48,0.0749,0.4017,24.76,0.7647,0.7528,GIRANDO
1016,32.512,0.0749,0.4017,23.06,0.788,0.7552,GIRANDO
1017,32.544,0.0749,0.4017,21.07,0.7737,0.7574,GIRANDO
1018,32.576,0.0749,0.4017,19.51,0.7428,0.7581,CURVA_IZQUIERDA
1019,32.608,0.0764,0.4023,21.35,0.7658,0.7574,GIRANDO
1020,32.64,0.0764,0.4023,19.65,0.7394,0.7572,GIRANDO
1021,32.672,0.0764,0.4023,18.23,0.7447,0.7566,CURVA_IZQUIERDA
1022,32.704,0.078,0.4028,20.22,0.7531,0.7546,GIRANDO
1023,32.736,0.078,0.4028,18.52,0.7439,0.7539,GIRANDO
1024,32.768,0.078,0.4028,16.96,0.7967,0.7555,CURVA_IZQUIERDA
1025,32.8,0.0796,0.4033,18.94,0.7819,0.7561,GIRANDO
1026,32.832,0.0796,0.4033,17.38,0.7609,0.7576,GIRANDO
1027,32.864,0.0796,0.4033,15.96,0.7574,0.7586,CURVA_IZQUIERDA
1028,32.896,0.0812,0.4038,17.95,0.7772,0.7585,GIRANDO
1029,32.928,0.0812,0.4038,16.39,0.7887,0.7609,CURVA_IZQUIERDA
1030,32.96,0.0827,0.4043,18.37,0.7733,0.7613,CURVA_IZQUIERDA
1031,32.992,0.0843,0.4049,20.36,0.7939,0.7626,GIRANDO
1032,33.024,0.0843,0.4049,18.66,0.7639,0.7644,GIRANDO
1033,33.056,0.0844,0.4049,17.1,0.7692,0.7657,CURVA_IZQUIERDA
1034,33.088,0.0859,0.4054,18.94,0.803,0.7667,GIRANDO
1035,33.12,0.0859,0.4054,17.52,0.7514,0.7677,CURVA_IZQUIERDA
1036,33.152,0.0875,0.4059,19.51,0.7398,0.7655,GIRANDO
1037,33.184,0.0875,0.4059,17.81,0.7348,0.7639,GIRANDO
1038,33.216,0.0874,0.4059,16.25,0.7572,0.7627,GIRANDO
1039,33.248,0.0874,0.4059,14.83,0.7423,0.7611,CURVA_IZQUIERDA
1040,33.28,0.0891,0.4063,16.81,0.7431,0.7579,GIRANDO
1041,33.312,0.0891,0.4064,15.25,0.7441,0.7563,GIRANDO
1042,33.344,0.0891,0.4063,13.98,0.7594,0.7556,GIRANDO
1043,33.376,0.0891,0.4064,12.7,0.7547,0.755,CURVA_IZQUIERDA
1044,33.408,0.0907,0.4067,14.54,0.7666,0.7539,GIRANDO
1045,33.44,0.0907,0.4067,13.27,0.7782,0.7552,GIRANDO
1046,33.472,0.0907,0.4067,11.99,0.754,0.756,CURVA_IZQUIERDA
1047,33.504,0.0923,0.4071,13.98,0.7487,0.7547,GIRANDO
1048,33.536,0.0924,0.4071,12.7,0.7767,0.7558,GIRANDO
1049,33.568,0.0923,0.4071,11.42,0.7628,0.7569,GIRANDO
1050,33.6,0.0923,0.4071,10.29,0.7963,0.7592,CURVA_IZQUIERDA
1051,33.632,0.094,0.4074,12.27,0.7686,0.7596,GIRANDO
1052,33.664,0.094,0.4074,11.14,0.7389,0.7599,GIRANDO
1053,33.696,0.094,0.4074,10.01,0.7456,0.7595,GIRANDO
1054,33.728,0.094,0.4074,8.87,0.7484,0.7587,CURVA_IZQUIERDA
1055,33.76,0.0956,0.4077,10.86,0.8096,0.7591,GIRANDO
1056,33.792,0.0956,0.4077,9.72,0.769,0.7607,GIRANDO
1057,33.824,0.0956,0.4077,8.59,0.7454,0.7611,GIRANDO
1058,33.856,0.0956,0.4077,7.74,0.7371,0.7602,GIRANDO
1059,33.888,0.0956,0.4077,6.88,0.7688,0.76,GIRANDO
1060,33.92,0.0955,0.4077,5.89,0.7981,0.7617,CURVA_IZQUIERDA
1061,33.952,0.0972,0.4079,7.88,0.7369,0.7601,GIRANDO
1062,33.984,0.0973,0.4079,6.88,0.7732,0.7607,GIRANDO
1063,34.016,0.0973,0.4079,6.03,0.8581,0.7653,GIRANDO
1064,34.048,0.0973,0.4079,5.18,0.7936,0.7694,CURVA_IZQUIERDA
1065,34.08,0.0989,0.4081,7.17,0.7612,0.77,GIRANDO
1066,34.112,0.0989,0.4081,6.32,0.8013,0.7727,GIRANDO
1067,34.144,0.0989,0.4081,5.47,0.7504,0.7734,GIRANDO
1068,34.176,0.0989,0.4081,4.76,0.7707,0.7737,GIRANDO
1069,34.208,0.0989,0.4081,3.91,0.7328,0.7721,GIRANDO
1070,34.24,0.0989,0.4081,3.2,0.7496,0.7701,CURVA_IZQUIERDA
1071,34.272,0.1005,0.4082,5.32,0.7377,0.7661,GIRANDO
1072,34.304,0.1005,0.4082,4.47,0.7761,0.7651,GIRANDO
1073,34.336,0.1006,0.4082,3.76,0.8253,0.7672,GIRANDO
1074,34.368,0.1005,0.4082,3.05,0.7264,0.7667,GIRANDO
1075,34.4,0.1005,0.4082,2.49,0.8208,0.7687,CURVA_IZQUIERDA
1076,34.432,0.1022,0.4083,4.47,0.7968,0.7697,GIRANDO
1077,34.464,0.1022,0.4083,3.62,0.7523,0.7706,CURVA_IZQUIERDA
1078,34.496,0.1039,0.4085,5.61,0.7261,0.7677,CURVA_IZQUIERDA
1079,34.528,0.1055,0.4087,7.59,0.7479,0.7647,GIRANDO
1080,34.56,0.1055,0.4087,6.74,0.7025,0.7612,GIRANDO
1081,34.592,0.1055,0.4086,5.75,0.7853,0.7602,GIRANDO
1082,34.624,0.1055,0.4087,5.04,0.7729,0.76,GIRANDO
1083,34.656,0.1055,0.4087,4.19,0.7578,0.7599,GIRANDO
1084,34.688,0.1055,0.4087,3.34,0.7535,0.7595,GIRANDO
1085,34.72,0.1055,0.4087,2.77,0.7355,0.7583,CURVA_IZQUIERDA
1086,34.752,0.1072,0.4088,4.76,0.7644,0.7563,GIRANDO
1087,34.784,0.1072,0.4088,3.91,0.7426,0.7556,GIRANDO
1088,34.816,0.1072,0.4088,3.34,0.8234,0.7581,GIRANDO
1089,34.848,0.1071,0.4088,2.63,0.7335,0.7586,GIRANDO
1090,34.88,0.1072,0.4088,1.92,0.7227,0.7572,GIRANDO
1091,34.912,0.1072,0.4088,1.35,0.7487,0.7561,CURVA_IZQUIERDA
1092,34.944,0.1089,0.4088,3.34,0.8241,0.7569,GIRANDO
1093,34.976,0.1088,0.4088,2.63,0.7773,0.7594,GIRANDO
1094,35.008,0.1088,0.4088,2.06,0.7932,0.7623,GIRANDO
1095,35.04,0.1088,0.4088,1.49,0.7767,0.7647,GIRANDO
1096,35.072,0.1088,0.4088,0.93,0.7319,0.7647,CURVA_IZQUIERDA
1097,35.104,0.1105,0.4089,2.91,0.7483,0.7625,GIRANDO
1098,35.136,0.1105,0.4089,2.2,0.7628,0.7622,GIRANDO
1099,35.168,0.1105,0.4089,1.64,0.706,0.7595,GIRANDO
1100,35.2,0.1105,0.4089,0.93,0.7511,0.7577,AVANZAR
1101,35.232,0.1131,0.4089,0.93,0.79,0.7557,AVANZAR
1102,35.264,0.1156,0.409,0.93,0.7628,0.7542,AVANZAR
1103,35.296,0.1181,0.409,1.07,0.7396,0.7521,GIRANDO
1104,35.328,0.1181,0.409,0.5,0.7842,0.7537,AVANZAR
1105,35.36,0.1207,0.409,0.5,0.7458,0.7521,AVANZAR
1106,35.392,0.1233,0.4091,0.5,0.7629,0.751,AVANZAR
1107,35.424,0.1259,0.4091,0.5,0.7641,0.7502,AVANZAR
1108,35.456,0.1284,0.4091,0.5,0.7862,0.7507,AVANZAR
1109,35.488,0.131,0.4091,0.36,0.793,0.7522,AVANZAR
1110,35.52,0.1335,0.4091,0.5,0.7936,0.7543,AVANZAR
1111,35.552,0.136,0.4092,0.5,0.7528,0.7548,CURVA_IZQUIERDA
1112,35.584,0.1377,0.4092,2.49,0.7473,0.7549,CURVA_IZQUIERDA
1113,35.616,0.1394,0.4093,4.47,0.7913,0.7561,GIRANDO
1114,35.648,0.1394,0.4093,3.62,0.7296,0.7566,GIRANDO
1115,35.68,0.1394,0.4093,2.77,0.8028,0.759,CURVA_IZQUIERDA
1116,35.712,0.1411,0.4094,4.76,0.7693,0.7594,GIRANDO
1117,35.744,0.1411,0.4094,3.91,0.7515,0.7603,GIRANDO
1118,35.776,0.1411,0.4094,3.05,0.753,0.7606,GIRANDO
1119,35.808,0.1411,0.4094,2.49,0.7407,0.7598,GIRANDO
1120,35.84,0.1411,0.4094,1.64,0.7442,0.7587,CURVA_IZQUIERDA
1121,35.872,0.1427,0.4095,3.76,0.7902,0.758,GIRANDO
1122,35.904,0.1427,0.4095,2.91,0.7348,0.7576,CURVA_IZQUIERDA
1123,35.936,0.1443,0.4096,4.9,0.7662,0.7563,CURVA_IZQUIERDA
1124,35.968,0.146,0.4098,6.88,0.7351,0.7541,CURVA_IZQUIERDA
1125,36.0,0.1477,0.41,8.87,0.7676,0.753,CURVA_IZQUIERDA
1126,36.032,0.1493,0.4103,10.86,0.79,0.7535,CURVA_IZQUIERDA
1127,36.064,0.1509,0.4106,12.84,0.7486,0.7532,CURVA_IZQUIERDA
1128,36.096,0.1526,0.411,14.83,0.7948,0.7544,CURVA_IZQUIERDA
1129,36.128,0.1542,0.4115,16.81,0.7655,0.7552,CURVA_IZQUIERDA
1130,36.16,0.1557,0.412,18.66,0.7593,0.7554,CURVA_IZQUIERDA
1131,36.192,0.1573,0.4125,20.64,0.7302,0.754,CURVA_IZQUIERDA
1132,36.224,0.1588,0.4132,22.63,0.7513,0.7526,GIRANDO
1133,36.256,0.1588,0.4132,20.64,0.7681,0.7535,CURVA_IZQUIERDA
1134,36.288,0.1604,0.4138,22.63,0.7414,0.752,GIRANDO
1135,36.32,0.1604,0.4138,20.36,0.7943,0.754,CURVA_IZQUIERDA
1136,36.352,0.162,0.4144,22.35,0.7423,0.7533,GIRANDO
1137,36.384,0.162,0.4144,20.36,0.7461,0.7535,GIRANDO
1138,36.416,0.162,0.4144,18.37,0.7593,0.7539,GIRANDO
1139,36.448,0.1619,0.4144,16.53,0.7293,0.7531,CURVA_IZQUIERDA
1140,36.48,0.1635,0.4149,18.52,0.7802,0.7523,GIRANDO
1141,36.512,0.1635,0.4149,16.53,0.7315,0.752,GIRANDO
1142,36.544,0.1635,0.4149,14.83,0.7994,0.7538,GIRANDO
1143,36.576,0.1635,0.4149,13.27,0.7939,0.7567,CURVA_IZQUIERDA
1144,36.608,0.1651,0.4153,15.11,0.7946,0.7587,CURVA_IZQUIERDA
1145,36.64,0.1667,0.4158,17.1,0.8197,0.7621,GIRANDO
1146,36.672,0.1667,0.4158,15.4,0.7862,0.7662,GIRANDO
1147,36.704,0.1667,0.4158,13.69,0.7825,0.7693,GIRANDO
1148,36.736,0.1667,0.4158,11.99,0.7388,0.7699,CURVA_IZQUIERDA
1149,36.768,0.1683,0.4161,13.98,0.7452,0.7677,GIRANDO
1150,36.8,0.1683,0.4161,12.56,0.703,0.7646,GIRANDO
1151,36.832,0.1683,0.4161,10.86,0.7595,0.7625,GIRANDO
1152,36.864,0.1683,0.4161,9.44,0.7548,0.7609,CURVA_IZQUIERDA
1153,36.896,0.17,0.4164,11.42,0.7947,0.76,GIRANDO
1154,36.928,0.17,0.4164,10.01,0.7389,0.7595,GIRANDO
1155,36.96,0.17,0.4164,8.59,0.7454,0.7586,GIRANDO
1156,36.992,0.1699,0.4164,7.31,0.7208,0.7565,CURVA_IZQUIERDA
1157,37.024,0.1716,0.4167,9.3,0.7249,0.7524,GIRANDO
1158,37.056,0.1716,0.4167,8.02,0.7334,0.75,GIRANDO
1159,37.088,0.1716,0.4167,6.74,0.7558,0.7489,GIRANDO
1160,37.12,0.1716,0.4167,5.61,0.7701,0.7492,CURVA_IZQUIERDA
1161,37.152,0.1732,0.4169,7.59,0.7573,0.7483,CURVA_IZQUIERDA
1162,37.184,0.1749,0.4171,9.58,0.7351,0.7467,GIRANDO
1163,37.216,0.1749,0.4171,8.16,0.7884,0.7486,GIRANDO
1164,37.248,0.1749,0.4171,6.74,0.7704,0.7507,GIRANDO
1165,37.28,0.1749,0.4171,5.61,0.7189,0.7506,GIRANDO
1166,37.312,0.1749,0.4171,4.47,0.7871,0.7521,GIRANDO
1167,37.344,0.175,0.4171,3.48,0.764,0.7534,CURVA_IZQUIERDA
1168,37.376,0.1765,0.4172,5.47,0.7386,0.7523,GIRANDO
1169,37.408,0.1766,0.4172,4.47,0.7439,0.7522,GIRANDO
1170,37.44,0.1766,0.4172,3.34,0.7881,0.7537,GIRANDO
1171,37.472,0.1766,0.4172,2.2,0.7795,0.7557,GIRANDO
1172,37.504,0.1766,0.4172,1.35,0.7293,0.7558,CURVA_IZQUIERDA
1173,37.536,0.1782,0.4173,3.34,0.8115,0.7568,GIRANDO
1174,37.568,0.1782,0.4173,2.35,0.7779,0.7594,GIRANDO
1175,37.6,0.1782,0.4173,1.35,0.7554,0.7607,GIRANDO
1176,37.632,0.1782,0.4173,0.5,0.7513,0.7611,GIRANDO
1177,37.664,0.1782,0.4173,-0.21,0.7723,0.7619,GIRANDO
1178,37.696,0.1782,0.4173,-0.92,0.7689,0.7626,CURVA_IZQUIERDA
1179,37.728,0.1799,0.4173,1.07,0.7905,0.7628,GIRANDO
1180,37.76,0.1799,0.4173,0.22,0.7497,0.7634,GIRANDO
1181,37.792,0.1799,0.4173,-0.63,0.8041,0.7655,GIRANDO
1182,37.824,0.1799,0.4173,-1.48,0.7707,0.767,GIRANDO
1183,37.856,0.1799,0.4173,-2.05,0.7526,0.7673,CURVA_IZQUIERDA
1184,37.888,0.1816,0.4173,-0.07,0.7637,0.7658,CURVA_IZQUIERDA
1185,37.92,0.1832,0.4173,1.78,0.7849,0.7655,GIRANDO
1186,37.952,0.1832,0.4173,0.93,0.7746,0.7666,GIRANDO
1187,37.984,0.1832,0.4173,0.08,0.7425,0.7662,GIRANDO
1188,38.016,0.1832,0.4173,-0.78,0.7592,0.7657,GIRANDO
1189,38.048,0.1833,0.4173,-1.48,0.7666,0.7653,GIRANDO
1190,38.08,0.1832,0.4173,-2.19,0.7361,0.7639,GIRANDO
1191,38.112,0.1832,0.4173,-2.76,0.736,0.7619,GIRANDO
1192,38.144,0.1832,0.4173,-3.33,0.7638,0.7607,GIRANDO
1193,38.176,0.1833,0.4173,-4.04,0.7253,0.7584,AVANZAR
1194,38.208,0.1858,0.4171,-3.9,0.762,0.7551,GIRANDO
1195,38.24,0.1858,0.4171,-4.46,0.7969,0.7564,CURVA_IZQUIERDA
1196,38.272,0.1874,0.417,-2.62,0.7344,0.7549,GIRANDO
1197,38.304,0.1874,0.417,-3.33,0.7189,0.7533,GIRANDO
1198,38.336,0.1874,0.417,-3.9,0.76,0.7527,GIRANDO
1199,38.368,0.1874,0.417,-4.46,0.7654,0.7529,AVANZAR
1200,38.4,0.19,0.4168,-4.46,0.7583,0.751,AVANZAR
1201,38.432,0.1925,0.4166,-4.32,0.8146,0.7521,CURVA_IZQUIERDA
1202,38.464,0.1942,0.4165,-2.34,0.7377,0.7522,GIRANDO
1203,38.496,0.1942,0.4165,-3.19,0.7379,0.7526,CURVA_IZQUIERDA
1204,38.528,0.1959,0.4165,-1.2,0.7628,0.7519,CURVA_IZQUIERDA
1205,38.56,0.1975,0.4165,0.78,0.7592,0.7513,CURVA_IZQUIERDA
1206,38.592,0.1992,0.4165,2.77,0.7923,0.7524,CURVA_IZQUIERDA
1207,38.624,0.2009,0.4166,4.76,0.7432,0.7522,CURVA_IZQUIERDA
1208,38.656,0.2025,0.4168,6.74,0.7284,0.7506,CURVA_IZQUIERDA
1209,38.688,0.2041,0.417,8.73,0.7584,0.7496,CURVA_IZQUIERDA
1210,38.72,0.2057,0.4173,10.71,0.7712,0.7495,CURVA_IZQUIERDA
1211,38.752,0.2074,0.4176,12.7,0.7825,0.7505,CURVA_IZQUIERDA
1212,38.784,0.209,0.418,14.69,0.8086,0.7532,GIRANDO
1213,38.816,0.209,0.418,12.7,0.7619,0.7561,GIRANDO
1214,38.848,0.209,0.418,11.0,0.7963,0.7597,CURVA_IZQUIERDA
1215,38.88,0.2106,0.4184,12.98,0.7633,0.7605,GIRANDO
1216,38.912,0.2106,0.4184,11.28,0.7762,0.7627,CURVA_IZQUIERDA
1217,38.944,0.2123,0.4187,13.27,0.7888,0.7638,GIRANDO
1218,38.976,0.2123,0.4187,11.28,0.7552,0.765,GIRANDO
1219,39.008,0.2123,0.4187,9.58,0.7812,0.7664,GIRANDO
1220,39.04,0.2123,0.4187,8.16,0.7962,0.7686,CURVA_IZQUIERDA
1221,39.072,0.2139,0.419,10.15,0.7895,0.7694,GIRANDO
1222,39.104,0.2139,0.419,8.44,0.814,0.7728,GIRANDO
1223,39.136,0.2139,0.419,7.03,0.8038,0.7762,CURVA_IZQUIERDA
1224,39.168,0.2155,0.4192,8.87,0.7398,0.7753,GIRANDO
1225,39.2,0.2156,0.4192,7.31,0.7522,0.7746,GIRANDO
1226,39.232,0.2156,0.4192,5.89,0.8064,0.7757,GIRANDO
1227,39.264,0.2156,0.4192,4.47,0.7098,0.7734,CURVA_IZQUIERDA
1228,39.296,0.2172,0.4194,6.46,0.7193,0.7682,GIRANDO
1229,39.328,0.2172,0.4194,5.04,0.7777,0.7666,CURVA_IZQUIERDA
1230,39.36,0.2189,0.4196,7.03,0.7561,0.7637,GIRANDO
1231,39.392,0.2189,0.4196,5.61,0.7806,0.7637,GIRANDO
1232,39.424,0.2189,0.4196,4.19,0.7518,0.7632,GIRANDO
1233,39.456,0.2188,0.4195,2.91,0.7972,0.7644,CURVA_IZQUIERDA
1234,39.488,0.2205,0.4197,4.9,0.7386,0.7626,GIRANDO
1235,39.52,0.2205,0.4197,3.48,0.7392,0.7614,GIRANDO
1236,39.552,0.2205,0.4197,2.35,0.7868,0.7619,GIRANDO
1237,39.584,0.2205,0.4197,1.21,0.7833,0.7631,CURVA_IZQUIERDA
1238,39.616,0.2222,0.4197,3.2,0.7566,0.7621,GIRANDO
1239,39.648,0.2222,0.4197,1.78,0.7282,0.761,GIRANDO
1240,39.68,0.2222,0.4197,0.64,0.8159,0.7628,GIRANDO
1241,39.712,0.2222,0.4197,-0.49,0.7976,0.7653,GIRANDO
1242,39.744,0.2222,0.4197,-1.34,0.7494,0.7662,GIRANDO
1243,39.776,0.2222,0.4197,-2.48,0.7839,0.7675,CURVA_IZQUIERDA
1244,39.808,0.2238,0.4197,-0.49,0.7172,0.7646,GIRANDO
1245,39.84,0.2238,0.4197,-1.34,0.7626,0.7638,GIRANDO
1246,39.872,0.2238,0.4197,-2.48,0.7636,0.7633,GIRANDO
1247,39.904,0.2238,0.4197,-3.33,0.7817,0.7638,CURVA_IZQUIERDA
1248,39.936,0.2255,0.4196,-1.34,0.7591,0.7625,GIRANDO
1249,39.968,0.2255,0.4196,-2.34,0.7961,0.7642,GIRANDO
1250,40.0,0.2255,0.4196,-3.19,0.7669,0.7653,GIRANDO
1251,40.032,0.2255,0.4196,-4.04,0.7077,0.7635,CURVA_IZQUIERDA
1252,40.064,0.2271,0.4195,-2.05,0.7937,0.7623,GIRANDO
1253,40.096,0.2272,0.4195,-3.05,0.7398,0.7615,GIRANDO
1254,40.128,0.2272,0.4195,-3.9,0.7751,0.7617,GIRANDO
1255,40.16,0.2272,0.4195,-4.75,0.7648,0.7619,GIRANDO
1256,40.192,0.2271,0.4195,-5.46,0.7712,0.7625,GIRANDO
1257,40.224,0.2271,0.4195,-6.31,0.8035,0.7646,CURVA_IZQUIERDA
1258,40.256,0.2288,0.4194,-4.32,0.747,0.7637,GIRANDO
1259,40.288,0.2288,0.4194,-5.17,0.7328,0.7628,GIRANDO
1260,40.32,0.2288,0.4194,-5.74,0.7881,0.7634,GIRANDO
1261,40.352,0.2288,0.4194,-6.59,0.7268,0.7621,GIRANDO
1262,40.384,0.2288,0.4194,-7.16,0.7642,0.7614,CURVA_IZQUIERDA
1263,40.416,0.2305,0.4192,-5.17,0.7378,0.7586,GIRANDO
1264,40.448,0.2305,0.4192,-6.02,0.76,0.7579,GIRANDO
1265,40.48,0.2305,0.4192,-6.59,0.7365,0.7566,GIRANDO
1266,40.512,0.2305,0.4192,-7.44,0.8099,0.7581,GIRANDO
1267,40.544,0.2305,0.4192,-8.01,0.7892,0.7604,GIRANDO
1268,40.576,0.2305,0.4192,-8.58,0.7314,0.7605,AVANZAR
1269,40.608,0.233,0.4188,-8.58,0.7594,0.7583,AVANZAR
1270,40.64,0.2355,0.4184,-8.58,0.7303,0.7551,GIRANDO
1271,40.672,0.2355,0.4184,-9.14,0.7748,0.7556,AVANZAR
1272,40.704,0.238,0.418,-9.0,0.7813,0.7549,AVANZAR
1273,40.736,0.2406,0.4176,-9.0,0.822,0.7567,CURVA_IZQUIERDA
1274,40.768,0.2422,0.4174,-7.16,0.8151,0.7605,CURVA_IZQUIERDA
1275,40.8,0.2438,0.4172,-5.17,0.7834,0.7633,CURVA_IZQUIERDA
1276,40.832,0.2455,0.4171,-3.19,0.8055,0.7664,CURVA_IZQUIERDA
1277,40.864,0.2472,0.417,-1.2,0.7712,0.7681,CURVA_IZQUIERDA
1278,40.896,0.2488,0.417,0.78,0.791,0.7696,CURVA_IZQUIERDA
1279,40.928,0.2504,0.4171,2.63,0.7417,0.7689,CURVA_IZQUIERDA
1280,40.96,0.2522,0.4172,4.76,0.7495,0.7672,CURVA_IZQUIERDA
1281,40.992,0.2538,0.4174,6.74,0.7499,0.7649,CURVA_IZQUIERDA
1282,41.024,0.2554,0.4176,8.59,0.7734,0.7636,CURVA_IZQUIERDA
1283,41.056,0.2571,0.4179,10.57,0.7308,0.7609,CURVA_IZQUIERDA
1284,41.088,0.2587,0.4182,12.56,0.7565,0.7587,GIRANDO
1285,41.12,0.2587,0.4182,10.57,0.7661,0.7587,CURVA_IZQUIERDA
1286,41.152,0.2604,0.4185,12.56,0.7643,0.7575,GIRANDO
1287,41.184,0.2604,0.4185,10.29,0.7891,0.7592,CURVA_IZQUIERDA
1288,41.216,0.262,0.4189,12.27,0.7529,0.7585,GIRANDO
1289,41.248,0.262,0.4188,10.15,0.826,0.7621,GIRANDO
1290,41.28,0.262,0.4188,8.16,0.7345,0.763,GIRANDO
1291,41.312,0.262,0.4188,6.32,0.7666,0.7636,CURVA_IZQUIERDA
1292,41.344,0.2636,0.419,8.16,0.7808,0.7634,GIRANDO
1293,41.376,0.2637,0.4191,6.32,0.7521,0.7637,GIRANDO
1294,41.408,0.2636,0.4191,4.47,0.7274,0.7624,CURVA_IZQUIERDA
1295,41.44,0.2653,0.4192,6.46,0.7496,0.7596,GIRANDO
1296,41.472,0.2653,0.4192,4.76,0.7183,0.7571,CURVA_IZQUIERDA
1297,41.504,0.2669,0.4194,6.74,0.768,0.7546,GIRANDO
1298,41.536,0.2669,0.4194,4.76,0.7356,0.7533,GIRANDO
1299,41.568,0.2669,0.4194,3.05,0.7541,0.7526,GIRANDO
1300,41.6,0.2669,0.4194,1.35,0.7498,0.752,CURVA_IZQUIERDA
1301,41.632,0.2686,0.4194,3.34,0.7876,0.7518,GIRANDO
1302,41.664,0.2685,0.4194,1.78,0.7578,0.753,GIRANDO
1303,41.696,0.2686,0.4194,0.22,0.7094,0.7517,CURVA_IZQUIERDA
1304,41.728,0.2703,0.4195,2.2,0.7443,0.7492,GIRANDO
1305,41.76,0.2703,0.4195,0.5,0.7302,0.7479,GIRANDO
1306,41.792,0.2703,0.4195,-0.92,0.7743,0.7483,GIRANDO
1307,41.824,0.2703,0.4195,-2.34,0.7663,0.7493,CURVA_IZQUIERDA
1308,41.856,0.272,0.4194,-0.35,0.7463,0.7483,GIRANDO
1309,41.888,0.2719,0.4194,-1.91,0.7501,0.7489,CURVA_IZQUIERDA
1310,41.92,0.2736,0.4194,0.08,0.7474,0.7477,GIRANDO
1311,41.952,0.2736,0.4194,-1.34,0.7702,0.749,GIRANDO
1312,41.984,0.2736,0.4194,-2.76,0.7345,0.7491,GIRANDO
1313,42.016,0.2736,0.4194,-4.18,0.7755,0.7503,CURVA_IZQUIERDA
1314,42.048,0.2752,0.4193,-2.19,0.7242,0.7485,GIRANDO
1315,42.08,0.2752,0.4193,-3.61,0.7644,0.7491,GIRANDO
1316,42.112,0.2753,0.4193,-4.89,0.749,0.7494,GIRANDO
1317,42.144,0.2752,0.4193,-6.17,0.7957,0.7517,CURVA_IZQUIERDA
1318,42.176,0.2769,0.4192,-4.18,0.7365,0.7509,GIRANDO
1319,42.208,0.2769,0.4192,-5.31,0.7257,0.7504,GIRANDO
1320,42.24,0.2769,0.4192,-6.73,0.7648,0.7507,GIRANDO
1321,42.272,0.2769,0.4192,-7.87,0.7813,0.7522,CURVA_IZQUIERDA
1322,42.304,0.2786,0.419,-5.88,0.7682,0.7524,GIRANDO
1323,42.336,0.2786,0.419,-7.02,0.7825,0.7548,GIRANDO
1324,42.368,0.2786,0.419,-8.15,0.7811,0.7574,GIRANDO
1325,42.4,0.2785,0.419,-9.14,0.7463,0.7585,CURVA_IZQUIERDA
1326,42.432,0.2802,0.4187,-7.16,0.7967,0.7594,GIRANDO
1327,42.464,0.2802,0.4187,-8.29,0.7727,0.7615,GIRANDO
1328,42.496,0.2802,0.4187,-9.29,0.7887,0.7639,GIRANDO
1329,42.528,0.2802,0.4187,-10.42,0.7794,0.7661,CURVA_IZQUIERDA
1330,42.56,0.2819,0.4185,-8.44,0.7615,0.7657,GIRANDO
1331,42.592,0.2818,0.4185,-9.43,0.7545,0.7661,GIRANDO
1332,42.624,0.2819,0.4185,-10.42,0.7716,0.7664,GIRANDO
1333,42.656,0.2818,0.4185,-11.41,0.7563,0.7663,GIRANDO
1334,42.688,0.2818,0.4185,-12.27,0.7501,0.7655,CURVA_IZQUIERDA
1335,42.72,0.2835,0.4181,-10.28,0.7199,0.7615,GIRANDO
1336,42.752,0.2835,0.4181,-11.13,0.7425,0.7594,GIRANDO
1337,42.784,0.2835,0.4181,-12.12,0.7779,0.7588,GIRANDO
1338,42.816,0.2835,0.4181,-12.97,0.7746,0.7592,GIRANDO
1339,42.848,0.2835,0.4181,-13.68,0.7826,0.7605,CURVA_IZQUIERDA
1340,42.88,0.2851,0.4178,-11.7,0.7388,0.7589,WP_7
1341,42.912,0.2851,0.4178,-11.7,0.77,0.7594,GIRANDO
1342,42.944,0.2851,0.4178,-15.67,0.7476,0.7592,GIRANDO
1343,42.976,0.2851,0.4178,-19.36,0.7779,0.7599,CURVA_IZQUIERDA
1344,43.008,0.2867,0.4173,-17.37,0.8203,0.7615,CURVA_IZQUIERDA
1345,43.04,0.2883,0.4168,-15.39,0.7361,0.761,GIRANDO
1346,43.072,0.2883,0.4168,-19.07,0.7754,0.7623,CURVA_IZQUIERDA
1347,43.104,0.2899,0.4163,-17.09,0.7563,0.7613,GIRANDO
1348,43.136,0.2899,0.4163,-20.78,0.7779,0.7625,CURVA_IZQUIERDA
1349,43.168,0.2914,0.4157,-18.79,0.7554,0.7615,GIRANDO
1350,43.2,0.2914,0.4157,-22.34,0.798,0.7635,GIRANDO
1351,43.232,0.2914,0.4157,-25.6,0.7554,0.7643,CURVA_IZQUIERDA
1352,43.264,0.2929,0.415,-23.76,0.7291,0.7619,CURVA_IZQUIERDA
1353,43.296,0.2945,0.4144,-21.77,0.7751,0.7605,GIRANDO
1354,43.328,0.2945,0.4144,-25.17,0.7915,0.7621,GIRANDO
1355,43.36,0.2945,0.4144,-28.29,0.7709,0.7634,CURVA_IZQUIERDA
1356,43.392,0.2959,0.4136,-26.31,0.7232,0.761,CURVA_IZQUIERDA
1357,43.424,0.2975,0.4129,-24.32,0.7727,0.7597,GIRANDO
1358,43.456,0.2975,0.4129,-27.44,0.759,0.7598,GIRANDO
